question,option_a,option_b,option_c,option_d,correct
"Мантиқли савол: Қанча кўп бўлса, шунча кам кўринади. Тўғри жавобни топинг.",Қоронғулик,Ёмғир,Туман,Шамол,A
"Топинг: Қанча кўп бўлса, шунча кам кўринади. Жавоб қайси?",Туман,Қоронғулик,Ёмғир,Шамол,B
"Қуйидаги саволга жавоб беринг: Қанча кўп бўлса, шунча кам кўринади. Қайси жавоб тўғри?",Туман,Қоронғулик,Ёмғир,Шамол,B
"Ўйлаб кўринг: Қанча кўп бўлса, шунча кам кўринади. Бу нима?",Қоронғулик,Ёмғир,Шамол,Туман,A
"Тезкор савол: Қанча кўп бўлса, шунча кам кўринади. Нима деб ўйлайсиз?",Туман,Ёмғир,Шамол,Қоронғулик,D
"Оддий савол: Қанча кўп бўлса, шунча кам кўринади. Тўғри жавобни топинг.",Ёмғир,Қоронғулик,Туман,Шамол,B
"Эътибор билан ўқинг: Қанча кўп бўлса, шунча кам кўринади. Жавоб қайси?",Туман,Ёмғир,Шамол,Қоронғулик,D
"Савол: Қанча кўп бўлса, шунча кам кўринади. Қайси жавоб тўғри?",Қоронғулик,Туман,Шамол,Ёмғир,A
Гапирсангиз бузиладиган нарса нима?,Кеча,Сукут,Шовқин,Мусиқа,B
Жумбоқ: Гапирсангиз бузиладиган нарса нима деб ўйлайсиз?,Мусиқа,Кеча,Шовқин,Сукут,D
Мантиқли савол: Гапирсангиз бузиладиган нарса нима? Тўғри жавобни танланг.,Шовқин,Кеча,Сукут,Мусиқа,C
Топинг: Гапирсангиз бузиладиган нарса нима?,Кеча,Сукут,Мусиқа,Шовқин,B
Қуйидаги саволга жавоб беринг: Гапирсангиз бузиладиган нарса нима?,Мусиқа,Сукут,Шовқин,Кеча,B
Ўйлаб кўринг: Гапирсангиз бузиладиган нарса нима?,Сукут,Мусиқа,Шовқин,Кеча,A
Тезкор савол: Гапирсангиз бузиладиган нарса нима деб ўйлайсиз?,Мусиқа,Кеча,Шовқин,Сукут,D
Оддий савол: Гапирсангиз бузиладиган нарса нима? Тўғри жавобни танланг.,Сукут,Кеча,Шовқин,Мусиқа,A
Эътибор билан ўқинг: Гапирсангиз бузиладиган нарса нима?,Сукут,Мусиқа,Шовқин,Кеча,A
Савол: Гапирсангиз бузиладиган нарса нима?,Кеча,Мусиқа,Сукут,Шовқин,C
"Бугундан олдин, эртадан кейин нима келади?",Кеча,Эртага,Тонг,Бугун,A
"Жумбоқ: Бугундан олдин, эртадан кейин нима келади?",Кеча,Эртага,Тонг,Бугун,A
"Мантиқли савол: Бугундан олдин, эртадан кейин нима келади? Тўғри жавобни танланг.",Бугун,Тонг,Кеча,Эртага,C
"Топинг: Бугундан олдин, эртадан кейин нима келади?",Тонг,Эртага,Кеча,Бугун,C
"Қуйидаги саволга жавоб беринг: Бугундан олдин, эртадан кейин нима келади?",Эртага,Кеча,Тонг,Бугун,B
"Ўйлаб кўринг: Бугундан олдин, эртадан кейин нима келади?",Кеча,Бугун,Эртага,Тонг,A
"Тезкор савол: Бугундан олдин, эртадан кейин нима келади?",Кеча,Эртага,Тонг,Бугун,A
"Оддий савол: Бугундан олдин, эртадан кейин нима келади? Тўғри жавобни танланг.",Тонг,Эртага,Кеча,Бугун,C
"Эътибор билан ўқинг: Бугундан олдин, эртадан кейин нима келади?",Бугун,Кеча,Эртага,Тонг,B
"Савол: Бугундан олдин, эртадан кейин нима келади?",Тонг,Эртага,Кеча,Бугун,C
Бугундан кейин қайси кун келади?,Шанба,Бугун,Кеча,Эртага,D
Жумбоқ: Бугундан кейин қайси кун келади?,Эртага,Кеча,Шанба,Бугун,A
Мантиқли савол: Бугундан кейин қайси кун келади? Тўғри жавобни танланг.,Бугун,Шанба,Эртага,Кеча,C
Топинг: Бугундан кейин қайси кун келади?,Кеча,Шанба,Эртага,Бугун,C
Қуйидаги саволга жавоб беринг: Бугундан кейин қайси кун келади?,Шанба,Бугун,Эртага,Кеча,C
Ўйлаб кўринг: Бугундан кейин қайси кун келади?,Шанба,Эртага,Бугун,Кеча,B
Тезкор савол: Бугундан кейин қайси кун келади?,Бугун,Кеча,Шанба,Эртага,D
Оддий савол: Бугундан кейин қайси кун келади? Тўғри жавобни танланг.,Эртага,Кеча,Шанба,Бугун,A
Эътибор билан ўқинг: Бугундан кейин қайси кун келади?,Кеча,Шанба,Бугун,Эртага,D
Савол: Бугундан кейин қайси кун келади?,Кеча,Шанба,Бугун,Эртага,D
Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Ной,Мусо,Исо,Иброҳим,A
Жумбоқ: Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Мусо,Ной,Исо,Иброҳим,B
Мантиқли савол: Кемасига ҳайвонларни жуфт-жуфт қилган ким? Тўғри жавобни танланг.,Ной,Иброҳим,Мусо,Исо,A
Топинг: Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Мусо,Исо,Иброҳим,Ной,D
Қуйидаги саволга жавоб беринг: Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Исо,Мусо,Иброҳим,Ной,D
Ўйлаб кўринг: Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Исо,Иброҳим,Ной,Мусо,C
Тезкор савол: Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Исо,Мусо,Ной,Иброҳим,C
Оддий савол: Кемасига ҳайвонларни жуфт-жуфт қилган ким? Тўғри жавобни танланг.,Исо,Мусо,Иброҳим,Ной,D
Эътибор билан ўқинг: Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Иброҳим,Исо,Мусо,Ной,D
Савол: Кемасига ҳайвонларни жуфт-жуфт қилган ким?,Ной,Мусо,Исо,Иброҳим,A
Оч қоринга нечта тухум ейиш мумкин?,Бир дона ҳам емайди,Битта,Иккита,Бешта,A
Жумбоқ: Оч қоринга нечта тухум ейиш мумкин?,Бешта,Битта,Бир дона ҳам емайди,Иккита,C
Мантиқли савол: Оч қоринга нечта тухум ейиш мумкин? Тўғри жавобни танланг.,Битта,Бешта,Бир дона ҳам емайди,Иккита,C
Топинг: Оч қоринга нечта тухум ейиш мумкин?,Бешта,Бир дона ҳам емайди,Битта,Иккита,B
Қуйидаги саволга жавоб беринг: Оч қоринга нечта тухум ейиш мумкин?,Битта,Бешта,Иккита,Бир дона ҳам емайди,D
Ўйлаб кўринг: Оч қоринга нечта тухум ейиш мумкин?,Бешта,Бир дона ҳам емайди,Битта,Иккита,B
Тезкор савол: Оч қоринга нечта тухум ейиш мумкин?,Бир дона ҳам емайди,Битта,Иккита,Бешта,A
Оддий савол: Оч қоринга нечта тухум ейиш мумкин? Тўғри жавобни танланг.,Бир дона ҳам емайди,Бешта,Иккита,Битта,A
Эътибор билан ўқинг: Оч қоринга нечта тухум ейиш мумкин?,Иккита,Битта,Бешта,Бир дона ҳам емайди,D
Савол: Оч қоринга нечта тухум ейиш мумкин?,Иккита,Битта,Бир дона ҳам емайди,Бешта,C
Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки у бой бўлган,Чунки овқат емади,Чунки у қайта уйғонмаган,Чунки тун эди,C
Жумбоқ: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки овқат емади,Чунки у қайта уйғонмаган,Чунки у бой бўлган,Чунки тун эди,B
Мантиқли савол: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега? Тўғри жавобни танланг.,Чунки у қайта уйғонмаган,Чунки тун эди,Чунки у бой бўлган,Чунки овқат емади,A
Топинг: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки у бой бўлган,Чунки у қайта уйғонмаган,Чунки овқат емади,Чунки тун эди,B
Қуйидаги саволга жавоб беринг: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки у қайта уйғонмаган,Чунки у бой бўлган,Чунки овқат емади,Чунки тун эди,A
Ўйлаб кўринг: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки овқат емади,Чунки тун эди,Чунки у қайта уйғонмаган,Чунки у бой бўлган,C
Тезкор савол: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки тун эди,Чунки у қайта уйғонмаган,Чунки у бой бўлган,Чунки овқат емади,B
Оддий савол: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега? Тўғри жавобни танланг.,Чунки у қайта уйғонмаган,Чунки у бой бўлган,Чунки тун эди,Чунки овқат емади,A
Эътибор билан ўқинг: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки овқат емади,Чунки у бой бўлган,Чунки тун эди,Чунки у қайта уйғонмаган,D
Савол: Бир одам ухлаб қолди ва бошқа ҳеч қачон овқат емади. Нега?,Чунки у бой бўлган,Чунки у қайта уйғонмаган,Чунки овқат емади,Чунки тун эди,B
"Қора ва оқ уйлари бор, лекин одам яшамайди. Бу нима?",Қуёш,Гилам,Шахмат тахтаси,Дафтар,C
"Жумбоқ: Қора ва оқ уйлари бор, лекин одам яшамайди. Нима деб ўйлайсиз?",Шахмат тахтаси,Қуёш,Гилам,Дафтар,A
"Мантиқли савол: Қора ва оқ уйлари бор, лекин одам яшамайди. Тўғри жавобни топинг.",Шахмат тахтаси,Дафтар,Қуёш,Гилам,A
"Топинг: Қора ва оқ уйлари бор, лекин одам яшамайди. Жавоб қайси?",Гилам,Қуёш,Шахмат тахтаси,Дафтар,C
"Қуйидаги саволга жавоб беринг: Қора ва оқ уйлари бор, лекин одам яшамайди. Қайси жавоб тўғри?",Шахмат тахтаси,Дафтар,Қуёш,Гилам,A
"Ўйлаб кўринг: Қора ва оқ уйлари бор, лекин одам яшамайди. Бу нима?",Дафтар,Гилам,Қуёш,Шахмат тахтаси,D
"Тезкор савол: Қора ва оқ уйлари бор, лекин одам яшамайди. Нима деб ўйлайсиз?",Дафтар,Гилам,Қуёш,Шахмат тахтаси,D
"Оддий савол: Қора ва оқ уйлари бор, лекин одам яшамайди. Тўғри жавобни топинг.",Қуёш,Гилам,Шахмат тахтаси,Дафтар,C
"Эътибор билан ўқинг: Қора ва оқ уйлари бор, лекин одам яшамайди. Жавоб қайси?",Дафтар,Қуёш,Шахмат тахтаси,Гилам,C
"Савол: Қора ва оқ уйлари бор, лекин одам яшамайди. Қайси жавоб тўғри?",Қуёш,Дафтар,Шахмат тахтаси,Гилам,C
"Сувни шимади, лекин идиш эмас. Бу нима?",Қоғоз,Лой,Тош,Губка,D
"Жумбоқ: Сувни шимади, лекин идиш эмас. Нима деб ўйлайсиз?",Қоғоз,Губка,Тош,Лой,B
"Мантиқли савол: Сувни шимади, лекин идиш эмас. Тўғри жавобни топинг.",Губка,Тош,Қоғоз,Лой,A
"Топинг: Сувни шимади, лекин идиш эмас. Жавоб қайси?",Лой,Қоғоз,Тош,Губка,D
"Қуйидаги саволга жавоб беринг: Сувни шимади, лекин идиш эмас. Қайси жавоб тўғри?",Тош,Лой,Қоғоз,Губка,D
"Ўйлаб кўринг: Сувни шимади, лекин идиш эмас. Бу нима?",Қоғоз,Тош,Лой,Губка,D
"Тезкор савол: Сувни шимади, лекин идиш эмас. Нима деб ўйлайсиз?",Тош,Губка,Лой,Қоғоз,B
"Оддий савол: Сувни шимади, лекин идиш эмас. Тўғри жавобни топинг.",Қоғоз,Тош,Лой,Губка,D
"Эътибор билан ўқинг: Сувни шимади, лекин идиш эмас. Жавоб қайси?",Лой,Қоғоз,Тош,Губка,D
"Савол: Сувни шимади, лекин идиш эмас. Қайси жавоб тўғри?",Қоғоз,Лой,Губка,Тош,C
Бўш шишанинг ичида нима бўлади?,Шишадаги ҳаво,Ёруғлик,Сув,Тош,A
Жумбоқ: Бўш шишанинг ичида нима бўлади?,Тош,Шишадаги ҳаво,Сув,Ёруғлик,B
Мантиқли савол: Бўш шишанинг ичида нима бўлади? Тўғри жавобни танланг.,Шишадаги ҳаво,Ёруғлик,Тош,Сув,A
Топинг: Бўш шишанинг ичида нима бўлади?,Тош,Сув,Ёруғлик,Шишадаги ҳаво,D
Қуйидаги саволга жавоб беринг: Бўш шишанинг ичида нима бўлади?,Ёруғлик,Шишадаги ҳаво,Тош,Сув,B
Ўйлаб кўринг: Бўш шишанинг ичида нима бўлади?,Тош,Сув,Ёруғлик,Шишадаги ҳаво,D
Тезкор савол: Бўш шишанинг ичида нима бўлади?,Шишадаги ҳаво,Сув,Тош,Ёруғлик,A
Оддий савол: Бўш шишанинг ичида нима бўлади? Тўғри жавобни танланг.,Сув,Тош,Шишадаги ҳаво,Ёруғлик,C
Эътибор билан ўқинг: Бўш шишанинг ичида нима бўлади?,Тош,Шишадаги ҳаво,Сув,Ёруғлик,B
Савол: Бўш шишанинг ичида нима бўлади?,Сув,Ёруғлик,Шишадаги ҳаво,Тош,C
"Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Пиёла,Ойна,Телефон,Китоб,D
"Жумбоқ: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Ойна,Телефон,Пиёла,Китоб,D
"Мантиқли савол: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас? Тўғри жавобни танланг.",Ойна,Телефон,Пиёла,Китоб,D
"Топинг: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Ойна,Китоб,Телефон,Пиёла,B
"Қуйидаги саволга жавоб беринг: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Пиёла,Китоб,Телефон,Ойна,B
"Ўйлаб кўринг: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Телефон,Китоб,Ойна,Пиёла,B
"Тезкор савол: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Пиёла,Телефон,Китоб,Ойна,C
"Оддий савол: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас? Тўғри жавобни танланг.",Пиёла,Ойна,Китоб,Телефон,C
"Эътибор билан ўқинг: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Пиёла,Ойна,Китоб,Телефон,C
"Савол: Қайси нарсанинг саҳифалари бор, лекин дарахт эмас?",Пиёла,Китоб,Телефон,Ойна,B
Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Иккаласи ҳам,Фақат ўнги,Фақат чапи,Ҳеч бири,A
Жумбоқ: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Фақат чапи,Ҳеч бири,Фақат ўнги,Иккаласи ҳам,D
Мантиқли савол: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг? Тўғри жавобни танланг.,Иккаласи ҳам,Фақат чапи,Фақат ўнги,Ҳеч бири,A
Топинг: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Ҳеч бири,Фақат ўнги,Фақат чапи,Иккаласи ҳам,D
Қуйидаги саволга жавоб беринг: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Иккаласи ҳам,Фақат чапи,Ҳеч бири,Фақат ўнги,A
Ўйлаб кўринг: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Фақат ўнги,Фақат чапи,Иккаласи ҳам,Ҳеч бири,C
Тезкор савол: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Фақат ўнги,Фақат чапи,Иккаласи ҳам,Ҳеч бири,C
Оддий савол: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг? Тўғри жавобни танланг.,Фақат ўнги,Ҳеч бири,Иккаласи ҳам,Фақат чапи,C
Эътибор билан ўқинг: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Фақат ўнги,Иккаласи ҳам,Ҳеч бири,Фақат чапи,B
Савол: Қайси қўл билан чойни аралаштириш яхшироқ: чап ёки ўнг?,Фақат ўнги,Иккаласи ҳам,Фақат чапи,Ҳеч бири,B
"Нима келади, лекин қадам ташламайди?",Туш,Кеч,Тонг,Ёмғир,C
"Жумбоқ: Нима келади, лекин қадам ташламайди?",Туш,Тонг,Ёмғир,Кеч,B
"Мантиқли савол: Нима келади, лекин қадам ташламайди? Тўғри жавобни танланг.",Туш,Тонг,Кеч,Ёмғир,B
"Топинг: Нима келади, лекин қадам ташламайди?",Туш,Ёмғир,Тонг,Кеч,C
"Қуйидаги саволга жавоб беринг: Нима келади, лекин қадам ташламайди?",Кеч,Тонг,Туш,Ёмғир,B
"Ўйлаб кўринг: Нима келади, лекин қадам ташламайди?",Кеч,Туш,Ёмғир,Тонг,D
"Тезкор савол: Нима келади, лекин қадам ташламайди?",Туш,Кеч,Тонг,Ёмғир,C
"Оддий савол: Нима келади, лекин қадам ташламайди? Тўғри жавобни танланг.",Кеч,Ёмғир,Тонг,Туш,C
"Эътибор билан ўқинг: Нима келади, лекин қадам ташламайди?",Ёмғир,Тонг,Туш,Кеч,B
"Савол: Нима келади, лекин қадам ташламайди?",Кеч,Туш,Тонг,Ёмғир,C
Ҳеч нарсани билдирадиган рақам қайси?,Икки,Бир,Ноль,Ўн,C
Жумбоқ: Ҳеч нарсани билдирадиган рақам қайси?,Ноль,Ўн,Бир,Икки,A
Мантиқли савол: Ҳеч нарсани билдирадиган рақам қайси? Тўғри жавобни танланг.,Ноль,Ўн,Бир,Икки,A
Топинг: Ҳеч нарсани билдирадиган рақам қайси?,Ноль,Бир,Ўн,Икки,A
Қуйидаги саволга жавоб беринг: Ҳеч нарсани билдирадиган рақам қайси?,Икки,Бир,Ноль,Ўн,C
Ўйлаб кўринг: Ҳеч нарсани билдирадиган рақам қайси?,Ўн,Бир,Ноль,Икки,C
Тезкор савол: Ҳеч нарсани билдирадиган рақам қайси?,Ўн,Ноль,Бир,Икки,B
Оддий савол: Ҳеч нарсани билдирадиган рақам қайси? Тўғри жавобни танланг.,Ўн,Ноль,Икки,Бир,B
Эътибор билан ўқинг: Ҳеч нарсани билдирадиган рақам қайси?,Ўн,Икки,Бир,Ноль,D
Савол: Ҳеч нарсани билдирадиган рақам қайси?,Бир,Ўн,Ноль,Икки,C
Қачон зонтнинг энг керак эмас пайти?,Шамолда,Қор ёғганда,Ямғир ёғмаётган пайт,Тунда,C
Жумбоқ: Қачон зонтнинг энг керак эмас пайти?,Ямғир ёғмаётган пайт,Тунда,Шамолда,Қор ёғганда,A
Мантиқли савол: Қачон зонтнинг энг керак эмас пайти? Тўғри жавобни танланг.,Ямғир ёғмаётган пайт,Шамолда,Қор ёғганда,Тунда,A
Топинг: Қачон зонтнинг энг керак эмас пайти?,Тунда,Қор ёғганда,Ямғир ёғмаётган пайт,Шамолда,C
Қуйидаги саволга жавоб беринг: Қачон зонтнинг энг керак эмас пайти?,Тунда,Шамолда,Ямғир ёғмаётган пайт,Қор ёғганда,C
Ўйлаб кўринг: Қачон зонтнинг энг керак эмас пайти?,Шамолда,Ямғир ёғмаётган пайт,Тунда,Қор ёғганда,B
Тезкор савол: Қачон зонтнинг энг керак эмас пайти?,Қор ёғганда,Тунда,Шамолда,Ямғир ёғмаётган пайт,D
Оддий савол: Қачон зонтнинг энг керак эмас пайти? Тўғри жавобни танланг.,Тунда,Шамолда,Қор ёғганда,Ямғир ёғмаётган пайт,D
Эътибор билан ўқинг: Қачон зонтнинг энг керак эмас пайти?,Шамолда,Тунда,Ямғир ёғмаётган пайт,Қор ёғганда,C
Савол: Қачон зонтнинг энг керак эмас пайти?,Тунда,Қор ёғганда,Шамолда,Ямғир ёғмаётган пайт,D
Нега балиқ дарс бермайди?,Чунки у ухлаётган,Чунки сув совуқ,Чунки балиқ гапирмайди,Чунки қуёш чиққан,C
Жумбоқ: Нега балиқ дарс бермайди?,Чунки сув совуқ,Чунки қуёш чиққан,Чунки балиқ гапирмайди,Чунки у ухлаётган,C
Мантиқли савол: Нега балиқ дарс бермайди? Тўғри жавобни танланг.,Чунки сув совуқ,Чунки қуёш чиққан,Чунки балиқ гапирмайди,Чунки у ухлаётган,C
Топинг: Нега балиқ дарс бермайди?,Чунки балиқ гапирмайди,Чунки сув совуқ,Чунки у ухлаётган,Чунки қуёш чиққан,A
Қуйидаги саволга жавоб беринг: Нега балиқ дарс бермайди?,Чунки у ухлаётган,Чунки сув совуқ,Чунки қуёш чиққан,Чунки балиқ гапирмайди,D
Ўйлаб кўринг: Нега балиқ дарс бермайди?,Чунки у ухлаётган,Чунки қуёш чиққан,Чунки балиқ гапирмайди,Чунки сув совуқ,C
Тезкор савол: Нега балиқ дарс бермайди?,Чунки у ухлаётган,Чунки қуёш чиққан,Чунки балиқ гапирмайди,Чунки сув совуқ,C
Оддий савол: Нега балиқ дарс бермайди? Тўғри жавобни танланг.,Чунки балиқ гапирмайди,Чунки у ухлаётган,Чунки сув совуқ,Чунки қуёш чиққан,A
Эътибор билан ўқинг: Нега балиқ дарс бермайди?,Чунки қуёш чиққан,Чунки сув совуқ,Чунки балиқ гапирмайди,Чунки у ухлаётган,C
Савол: Нега балиқ дарс бермайди?,Чунки қуёш чиққан,Чунки балиқ гапирмайди,Чунки сув совуқ,Чунки у ухлаётган,B
Нега болға деворга тирмашмайди?,Чунки у оғир,Чунки у тирноқ эмас,Чунки у ухлайди,Чунки у тез эмас,B
Жумбоқ: Нега болға деворга тирмашмайди?,Чунки у оғир,Чунки у тез эмас,Чунки у ухлайди,Чунки у тирноқ эмас,D
Мантиқли савол: Нега болға деворга тирмашмайди? Тўғри жавобни танланг.,Чунки у тирноқ эмас,Чунки у оғир,Чунки у тез эмас,Чунки у ухлайди,A
Топинг: Нега болға деворга тирмашмайди?,Чунки у тез эмас,Чунки у ухлайди,Чунки у оғир,Чунки у тирноқ эмас,D
Қуйидаги саволга жавоб беринг: Нега болға деворга тирмашмайди?,Чунки у оғир,Чунки у ухлайди,Чунки у тирноқ эмас,Чунки у тез эмас,C
Ўйлаб кўринг: Нега болға деворга тирмашмайди?,Чунки у тирноқ эмас,Чунки у тез эмас,Чунки у оғир,Чунки у ухлайди,A
Тезкор савол: Нега болға деворга тирмашмайди?,Чунки у тез эмас,Чунки у ухлайди,Чунки у оғир,Чунки у тирноқ эмас,D
Оддий савол: Нега болға деворга тирмашмайди? Тўғри жавобни танланг.,Чунки у оғир,Чунки у ухлайди,Чунки у тирноқ эмас,Чунки у тез эмас,C
Эътибор билан ўқинг: Нега болға деворга тирмашмайди?,Чунки у тез эмас,Чунки у ухлайди,Чунки у тирноқ эмас,Чунки у оғир,C
Савол: Нега болға деворга тирмашмайди?,Чунки у тез эмас,Чунки у тирноқ эмас,Чунки у ухлайди,Чунки у оғир,B
Нега соя чанқамайди?,Чунки идиш бўш,Чунки соя сув ичмайди,Чунки у қорқади,Чунки кун иссиқ,B
Жумбоқ: Нега соя чанқамайди?,Чунки у қорқади,Чунки соя сув ичмайди,Чунки идиш бўш,Чунки кун иссиқ,B
Мантиқли савол: Нега соя чанқамайди? Тўғри жавобни танланг.,Чунки идиш бўш,Чунки кун иссиқ,Чунки соя сув ичмайди,Чунки у қорқади,C
Топинг: Нега соя чанқамайди?,Чунки у қорқади,Чунки соя сув ичмайди,Чунки идиш бўш,Чунки кун иссиқ,B
Қуйидаги саволга жавоб беринг: Нега соя чанқамайди?,Чунки соя сув ичмайди,Чунки кун иссиқ,Чунки идиш бўш,Чунки у қорқади,A
Ўйлаб кўринг: Нега соя чанқамайди?,Чунки кун иссиқ,Чунки соя сув ичмайди,Чунки идиш бўш,Чунки у қорқади,B
Тезкор савол: Нега соя чанқамайди?,Чунки у қорқади,Чунки кун иссиқ,Чунки идиш бўш,Чунки соя сув ичмайди,D
Оддий савол: Нега соя чанқамайди? Тўғри жавобни танланг.,Чунки идиш бўш,Чунки кун иссиқ,Чунки у қорқади,Чунки соя сув ичмайди,D
Эътибор билан ўқинг: Нега соя чанқамайди?,Чунки идиш бўш,Чунки у қорқади,Чунки соя сув ичмайди,Чунки кун иссиқ,C
Савол: Нега соя чанқамайди?,Чунки идиш бўш,Чунки соя сув ичмайди,Чунки кун иссиқ,Чунки у қорқади,B
Нега стол юролмайди?,Чунки у тирик эмас,Чунки у катта,Чунки у ғамгин,Чунки у бой,A
Жумбоқ: Нега стол юролмайди?,Чунки у тирик эмас,Чунки у бой,Чунки у катта,Чунки у ғамгин,A
Мантиқли савол: Нега стол юролмайди? Тўғри жавобни танланг.,Чунки у бой,Чунки у ғамгин,Чунки у тирик эмас,Чунки у катта,C
Топинг: Нега стол юролмайди?,Чунки у катта,Чунки у ғамгин,Чунки у бой,Чунки у тирик эмас,D
Қуйидаги саволга жавоб беринг: Нега стол юролмайди?,Чунки у катта,Чунки у тирик эмас,Чунки у бой,Чунки у ғамгин,B
Ўйлаб кўринг: Нега стол юролмайди?,Чунки у бой,Чунки у катта,Чунки у ғамгин,Чунки у тирик эмас,D
Тезкор савол: Нега стол юролмайди?,Чунки у ғамгин,Чунки у тирик эмас,Чунки у бой,Чунки у катта,B
Оддий савол: Нега стол юролмайди? Тўғри жавобни танланг.,Чунки у тирик эмас,Чунки у бой,Чунки у ғамгин,Чунки у катта,A
Эътибор билан ўқинг: Нега стол юролмайди?,Чунки у ғамгин,Чунки у бой,Чунки у катта,Чунки у тирик эмас,D
Савол: Нега стол юролмайди?,Чунки у тирик эмас,Чунки у катта,Чунки у ғамгин,Чунки у бой,A
Нега тош учмайди?,Чунки ҳаво совуқ,Чунки йўл узоқ,Чунки у парранда эмас,Чунки кеч бўлган,C
Жумбоқ: Нега тош учмайди?,Чунки кеч бўлган,Чунки ҳаво совуқ,Чунки йўл узоқ,Чунки у парранда эмас,D
Мантиқли савол: Нега тош учмайди? Тўғри жавобни танланг.,Чунки у парранда эмас,Чунки ҳаво совуқ,Чунки кеч бўлган,Чунки йўл узоқ,A
Топинг: Нега тош учмайди?,Чунки ҳаво совуқ,Чунки кеч бўлган,Чунки йўл узоқ,Чунки у парранда эмас,D
Қуйидаги саволга жавоб беринг: Нега тош учмайди?,Чунки ҳаво совуқ,Чунки у парранда эмас,Чунки йўл узоқ,Чунки кеч бўлган,B
Ўйлаб кўринг: Нега тош учмайди?,Чунки йўл узоқ,Чунки у парранда эмас,Чунки ҳаво совуқ,Чунки кеч бўлган,B
Тезкор савол: Нега тош учмайди?,Чунки у парранда эмас,Чунки йўл узоқ,Чунки ҳаво совуқ,Чунки кеч бўлган,A
Оддий савол: Нега тош учмайди? Тўғри жавобни танланг.,Чунки ҳаво совуқ,Чунки йўл узоқ,Чунки кеч бўлган,Чунки у парранда эмас,D
Эътибор билан ўқинг: Нега тош учмайди?,Чунки у парранда эмас,Чунки йўл узоқ,Чунки кеч бўлган,Чунки ҳаво совуқ,A
Савол: Нега тош учмайди?,Чунки кеч бўлган,Чунки йўл узоқ,Чунки у парранда эмас,Чунки ҳаво совуқ,C
Нега дарахт сузмайди?,Чунки у балиқ эмас,Чунки у тез,Чунки у ухлайди,Чунки у ёш,A
Жумбоқ: Нега дарахт сузмайди?,Чунки у тез,Чунки у ёш,Чунки у балиқ эмас,Чунки у ухлайди,C
Мантиқли савол: Нега дарахт сузмайди? Тўғри жавобни танланг.,Чунки у балиқ эмас,Чунки у ёш,Чунки у ухлайди,Чунки у тез,A
Топинг: Нега дарахт сузмайди?,Чунки у тез,Чунки у балиқ эмас,Чунки у ухлайди,Чунки у ёш,B
Қуйидаги саволга жавоб беринг: Нега дарахт сузмайди?,Чунки у тез,Чунки у балиқ эмас,Чунки у ухлайди,Чунки у ёш,B
Ўйлаб кўринг: Нега дарахт сузмайди?,Чунки у ухлайди,Чунки у балиқ эмас,Чунки у ёш,Чунки у тез,B
Тезкор савол: Нега дарахт сузмайди?,Чунки у ухлайди,Чунки у ёш,Чунки у балиқ эмас,Чунки у тез,C
Оддий савол: Нега дарахт сузмайди? Тўғри жавобни танланг.,Чунки у тез,Чунки у ухлайди,Чунки у балиқ эмас,Чунки у ёш,C
